date,helpful,name,rating,review,size
09-Jun-19,2 people found this helpful,Chandan,4.0 out of 5 stars,Superfast phone,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Sourabh singh,5.0 out of 5 stars,Beast of mobile arena"snapdragon 855",Size: 8GB+256GB
12-Jun-19,2 people found this helpful,Parshant Kumar,5.0 out of 5 stars,Seamless Experience,Size: 6GB+128GB
08-Jun-19,3 people found this helpful,Kandarp,5.0 out of 5 stars,Amazing and worth 33000 rs.,Size: 6GB+128GB
02-Jul-19,,Sandip,5.0 out of 5 stars,Worth your money!,Size: 8GB+256GB
15-Aug-19,,NatureLover,4.0 out of 5 stars,A great experience with my first Chinese phone.,Size: 6GB+128GB
19-Aug-19,2 people found this helpful,Sunny bhamra,1.0 out of 5 stars,Not As good flagship phone.. Dumb One Plus7,Size: 6GB+128GB
28-Jul-19,2 people found this helpful,Shubham jangra,5.0 out of 5 stars,Grab it,Size: 6GB+128GB
27-Aug-19,,Sunderdeep Singh,3.0 out of 5 stars,Unhappy with OP 7,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Kaustubh D,5.0 out of 5 stars,Masterpiece!,Size: 8GB+256GB
25-Jun-19,One person found this helpful,ASHUTOSH,4.0 out of 5 stars,READ IT CAREFULLY!!!,Size: 6GB+128GB
20-Jul-19,One person found this helpful,kanishka,5.0 out of 5 stars,A true premium flagship phone.,Size: 8GB+256GB
12-Jun-19,2 people found this helpful,Dhiva,5.0 out of 5 stars,Best smartphone,Size: 6GB+128GB
13-Jul-19,,itsmeShubham,5.0 out of 5 stars,STOPPPPPP! JUST USE IT ONCE & YOU WON'T REGRET BUYING IT. + IT'S WATERPROOF AS WELL,Size: 6GB+128GB
04-Aug-19,One person found this helpful,Karthik,4.0 out of 5 stars,Good overall. Value for money,Size: 6GB+128GB
07-Jul-19,One person found this helpful,Shahzeb,4.0 out of 5 stars,Upgraded Beast In Old Package With Everything +Quality [ Personal Review After Using It For 20 Days],Size: 6GB+128GB
07-Jun-19,One person found this helpful,aman chaudhary,5.0 out of 5 stars,The true flagship killer by all means,Size: 8GB+256GB
08-Jun-19,One person found this helpful,Aakash Mukherjee,5.0 out of 5 stars,A Splendid Performer,Size: 6GB+128GB
18-Jul-19,One person found this helpful,Arjun Saha,4.0 out of 5 stars,SKIP THIS ONE.,Size: 6GB+128GB
13-Jun-19,4 people found this helpful,Amol D.,1.0 out of 5 stars,Poor camera clearity,Size: 6GB+128GB
01-Aug-19,One person found this helpful,Rahul,5.0 out of 5 stars,Great device but wait for 7t if you can,Size: 6GB+128GB
10-Aug-19,,Chahul Ghayal,4.0 out of 5 stars,Great Buy! Also has some cons.,Size: 6GB+128GB
11-Jun-19,2 people found this helpful,Aliasgar sadikot,3.0 out of 5 stars,Poor camera quality,Size: 6GB+128GB
08-Jul-19,One person found this helpful,Ashish Singh,3.0 out of 5 stars,Not so good,Size: 8GB+256GB
09-Jun-19,2 people found this helpful,Likhit,5.0 out of 5 stars,A Perfect Upgrade,Size: 6GB+128GB
23-Jun-19,One person found this helpful,Manas,5.0 out of 5 stars,Final verdict for buying the phone. Do read.,Size: 6GB+128GB
15-Jun-19,One person found this helpful,Siddharth,5.0 out of 5 stars,Amazing flagship,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Aakash Pandey,5.0 out of 5 stars,A Great Deal With A Great Feel❤️,Size: 6GB+128GB
13-Aug-19,,Artin,4.0 out of 5 stars,Most VFM smartphone,Size: 6GB+128GB
08-Jun-19,2 people found this helpful,Saurav mallick,5.0 out of 5 stars,Do your research properly & you'll know why this is the best.,Size: 8GB+256GB
04-Jul-19,2 people found this helpful,prashant,1.0 out of 5 stars,Frequent hanging problem,Size: 8GB+256GB
22-Jun-19,,Mallajeet Sonowal,5.0 out of 5 stars,Excellent 👍👍👌👌,Size: 6GB+128GB
13-Jun-19,3 people found this helpful,Roma dsouza,5.0 out of 5 stars,MusT HavE PhonE..😍,Size: 6GB+128GB
14-Jul-19,,Sushant,5.0 out of 5 stars,Perfect phone. Top notch performance.,Size: 8GB+256GB
08-Jun-19,One person found this helpful,Deepjal Saha,5.0 out of 5 stars,Excellent masterpiece from OnePlus,Size: 6GB+128GB
06-Aug-19,One person found this helpful,Ravi Teja,5.0 out of 5 stars,Good phone in this price range..,Size: 8GB+256GB
16-Aug-19,,Ajith Aravind,4.0 out of 5 stars,Experience about switching to mi a1 and then to op7,Size: 6GB+128GB
16-Jul-19,,Rajnil,4.0 out of 5 stars,"Moved up to a premium, yet reasonably priced smartphone",Size: 6GB+128GB
11-Jun-19,One person found this helpful,Saurabh,3.0 out of 5 stars,Good but not that great!,Size: 6GB+128GB
18-Jul-19,One person found this helpful,Sunil M.,5.0 out of 5 stars,Best Budget Device #38k,Size: 8GB+256GB
08-Jun-19,5 people found this helpful,Rahul,1.0 out of 5 stars,Defective product,Size: 6GB+128GB
14-Jul-19,One person found this helpful,RAJEEV KUMAR PANDEY,5.0 out of 5 stars,Overall good product with minor cons,Size: 8GB+256GB
09-Jun-19,One person found this helpful,arshad arfin,5.0 out of 5 stars,Value for money.,Size: 8GB+256GB
09-Jun-19,One person found this helpful,Arvind Kumar,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
02-Jul-19,One person found this helpful,Jitendra Kumar,5.0 out of 5 stars,The Saviour of the Brand,Size: 6GB+128GB
22-Jun-19,One person found this helpful,Premashis Poddar,5.0 out of 5 stars,Amazing phone ever...,Size: 6GB+128GB
02-Sep-19,One person found this helpful,desiphilosopher,5.0 out of 5 stars,Best phone ever!,Size: 8GB+256GB
10-Jun-19,One person found this helpful,Hetasvee Dholakia,4.0 out of 5 stars,A must buy.. piece of great innovation,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Vinoth Kumar,5.0 out of 5 stars,Worth every Rupee,Size: 6GB+128GB
07-Jun-19,4 people found this helpful,Tamil,5.0 out of 5 stars,Beast🤒,Size: 6GB+128GB
07-Jun-19,6 people found this helpful,Ramya,4.0 out of 5 stars,Nice,Size: 8GB+256GB
14-Jun-19,One person found this helpful,Dayasankar,5.0 out of 5 stars,For gamers,Size: 8GB+256GB
10-Jun-19,4 people found this helpful,Amazon Customer,1.0 out of 5 stars,Deffect product,Size: 8GB+256GB
28-Jun-19,2 people found this helpful,Akhil Sasidharan,1.0 out of 5 stars,Zero Resistance From Water,Size: 8GB+256GB
07-Jun-19,4 people found this helpful,Kunal,5.0 out of 5 stars,Type C converter,Size: 6GB+128GB
29-Jun-19,2 people found this helpful,gajendra,2.0 out of 5 stars,Fails to live upto the hype (using it for 4 days),Size: 6GB+128GB
08-Jun-19,One person found this helpful,Srinjoy Burman,5.0 out of 5 stars,Love Speed and Tech? This is the device you were looking for.,Size: 6GB+128GB
20-Jun-19,One person found this helpful,Nandita Gupta,2.0 out of 5 stars,Poor performance....,Size: 8GB+256GB
11-Jun-19,One person found this helpful,Gabbar,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
07-Jun-19,2 people found this helpful,Aditya Lala,5.0 out of 5 stars,The REAL FLAGHSIP KILLER,Size: 6GB+128GB
06-Jul-19,One person found this helpful,Amazon Customer,3.0 out of 5 stars,Review after a month of usage,Size: 8GB+256GB
07-Jun-19,One person found this helpful,agnivesh,5.0 out of 5 stars,Best in the premium segment,Size: 8GB+256GB
12-Jun-19,One person found this helpful,chetan s.,5.0 out of 5 stars,Perfect device..,Size: 8GB+256GB
17-Jun-19,One person found this helpful,Bakul Raiyani L,5.0 out of 5 stars,OnePlus 7 Vs OnePlus 7 pro,Size: 8GB+256GB
27-Jul-19,One person found this helpful,Shahid,5.0 out of 5 stars,Best phone ever!!!!,Size: 6GB+128GB
14-Jun-19,2 people found this helpful,Subham Ku Bagaria,5.0 out of 5 stars,Just go for it,Size: 6GB+128GB
09-Jun-19,One person found this helpful,Manjeet s.,5.0 out of 5 stars,Best phone under this price do not even think about any other devices in this price segment,Size: 6GB+128GB
16-Jun-19,One person found this helpful,RJ,5.0 out of 5 stars,Bang on the bucks ! Must Read before making a purchase,Size: 6GB+128GB
22-Aug-19,One person found this helpful,Avinash (AvI),5.0 out of 5 stars,Best Phone from Oneplus...,Size: 6GB+128GB
04-Aug-19,,Parag Y G,5.0 out of 5 stars,Best and economical brand.,Size: 8GB+256GB
07-Jun-19,,Piyush jaiswal,4.0 out of 5 stars,An affordable flagship killer but !!!,Size: 8GB+256GB
07-Jun-19,2 people found this helpful,Hari,5.0 out of 5 stars,The best OnePlus deal in recent times,Size: 6GB+128GB
19-Jul-19,,Aseem kohli,5.0 out of 5 stars,Excellent & Practical all rounder phone,Size: 6GB+128GB
16-Jun-19,3 people found this helpful,Sharad Khandelwal,1.0 out of 5 stars,"Worse battery life, operating system not as expected",Size: 6GB+128GB
24-Jun-19,One person found this helpful,sdcagencies,5.0 out of 5 stars,Blindly go for it,Size: 8GB+256GB
08-Jun-19,One person found this helpful,Piyush Patel,5.0 out of 5 stars,Phone is Good but...,Size: 8GB+256GB
08-Jun-19,One person found this helpful,Kartik,5.0 out of 5 stars,Android experience at it's best,Size: 6GB+128GB
11-Sep-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Execellent mobile. Fast like a beast.,Size: 8GB+256GB
08-Jun-19,5 people found this helpful,Sagar,4.0 out of 5 stars,Headphone no insaid,Size: 6GB+128GB
01-Aug-19,,PRASHANTH,5.0 out of 5 stars,"An worth purchase, Fast reliable and amazing",Size: 8GB+256GB
21-Aug-19,,MR,4.0 out of 5 stars,Truly flagship,Size: 6GB+128GB
16-Jun-19,,Nishant Sharda ,5.0 out of 5 stars,A Speed Maestro !!!,Size: 6GB+128GB
07-Jun-19,5 people found this helpful,Priyaz jain,2.0 out of 5 stars,battery drain,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Suresh Bhavsar,5.0 out of 5 stars,Butter Smooth,Size: 6GB+128GB
04-Aug-19,,Magi,5.0 out of 5 stars,All in 1(+),Size: 8GB+256GB
23-Jun-19,,Dinesh,5.0 out of 5 stars,Performance never lags,Size: 6GB+128GB
12-Jun-19,2 people found this helpful,Vagish,2.0 out of 5 stars,Beast for sure.. TYPE-C to AUX missing,Size: 6GB+128GB
01-Aug-19,,Kavya,5.0 out of 5 stars,Awesome phone....,Size: 6GB+128GB
07-Jun-19,2 people found this helpful,Subham_Sarkar,5.0 out of 5 stars,Worth It!!!!!,Size: 8GB+256GB
11-Jun-19,One person found this helpful,D prasanna kumar,5.0 out of 5 stars,after 5 days hard usage,Size: 6GB+128GB
16-Jun-19,,Vicky,3.0 out of 5 stars,Disappointing camera. Excellent speed.,Size: 6GB+128GB
02-Jul-19,3 people found this helpful,Vaibhav,1.0 out of 5 stars,Simply overrated and overpriced,Size: 8GB+256GB
12-Jun-19,2 people found this helpful,VanD,5.0 out of 5 stars,Absolutely amazing deal!!,Size: 6GB+128GB
06-Jul-19,,Ankur,5.0 out of 5 stars,"Value for money, Highly Recommended!",Size: 8GB+256GB
08-Jun-19,4 people found this helpful,Prabhjeet,5.0 out of 5 stars,The Real Pro,Size: 8GB+256GB
14-Jul-19,,Akshay Miraskar,5.0 out of 5 stars,Mast phone,Size: 8GB+256GB
16-Aug-19,,Akash bhargava,4.0 out of 5 stars,Simple Upgrade over Sirroco,Size: 6GB+128GB
08-Jun-19,One person found this helpful,Pracheer,5.0 out of 5 stars,Value for money..,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Saalim naseem,5.0 out of 5 stars,Best one plus available decent yet very powerful,Size: 6GB+128GB
07-Jun-19,5 people found this helpful,Guna,5.0 out of 5 stars,Awesome Mobile,Size: 6GB+128GB
08-Jun-19,One person found this helpful,MAULIK UPLA,5.0 out of 5 stars,Excellent OnePlus 7,Size: 6GB+128GB
10-Jun-19,2 people found this helpful,saqib,5.0 out of 5 stars,Super fast charging also performance,Size: 6GB+128GB
15-Jun-19,One person found this helpful,Saswat Dalai,4.0 out of 5 stars,The best One Plus phone!,Size: 6GB+128GB
16-Aug-19,,Antony Basco,5.0 out of 5 stars,Satisfying,Size: 6GB+128GB
27-Aug-19,,Abhaya kumar sahoo,3.0 out of 5 stars,This my first and last one plus . Really I am very dissapointed,Size: 6GB+128GB
12-Jun-19,One person found this helpful,Sunil Kumar jain,5.0 out of 5 stars,Great device,Size: 6GB+128GB
20-Aug-19,,Vignesh4,5.0 out of 5 stars,Excellent phone for the long run.,Size: 6GB+128GB
11-Jun-19,One person found this helpful,aniket p,5.0 out of 5 stars,BEAST,Size: 8GB+256GB
06-Jul-19,,Ashish Negi,5.0 out of 5 stars,Its best,Size: 6GB+128GB
24-Jul-19,One person found this helpful,Anurag Rekhi,5.0 out of 5 stars,The beauty which is also a beast,Size: 6GB+128GB
11-Jun-19,One person found this helpful,Irfan Jamal,5.0 out of 5 stars,The speed you need,Size: 8GB+256GB
31-Jul-19,,gowtham,5.0 out of 5 stars,A better killer,Size: 6GB+128GB
17-Jun-19,3 people found this helpful,lovepreet,1.0 out of 5 stars,limitation of earphones otherwise phone is good as compared to I Phone X xs xr xs max,Size: 6GB+128GB
09-Jun-19,5 people found this helpful,Hasan Naqvi,1.0 out of 5 stars,It doesn't seem like this phone has 48 mp camera.,Size: 6GB+128GB
14-Jul-19,4 people found this helpful,Amit Kumar thakur,1.0 out of 5 stars,Don't buy 7 & 7 pro,Size: 6GB+128GB
07-Jul-19,,Saurabh,4.0 out of 5 stars,Beast with few drawback,Size: 6GB+128GB
12-Jul-19,One person found this helpful,Akash Gaikwad,4.0 out of 5 stars,Value for money!,Size: 8GB+256GB
19-Jun-19,,Balagopal V,5.0 out of 5 stars,Perfect Budget Snapdragon 855,Size: 6GB+128GB
08-Jul-19,,Balaji Mukkawar,5.0 out of 5 stars,SUPERFAST and TREMENDOUS......go for it😍👇,Size: 6GB+128GB
08-Jun-19,4 people found this helpful,diwaker gupta,2.0 out of 5 stars,Received a defected product,Size: 8GB+256GB
20-Jul-19,One person found this helpful,Rajesh Radhakirshnan,1.0 out of 5 stars,One plus 7 bought online from amazon-Defective,Size: 8GB+256GB
05-Sep-19,,Amazon Customer,5.0 out of 5 stars,Sexy as hell,Size: 8GB+256GB
26-Jul-19,,Parikshit ,5.0 out of 5 stars,Great daily driver phone which also pairs up as a gaming phone,Size: 8GB+256GB
03-Jul-19,,prince charles,5.0 out of 5 stars,"One plus7= awesome,speed,precise,Excellence,clarity",Size: 6GB+128GB
27-Jul-19,,mahesh,4.0 out of 5 stars,Poor service by Amazon,Size: 6GB+128GB
02-Aug-19,,Aditya B,4.0 out of 5 stars,Jack of all trades !! iPhone 7 to oneplus 7 !,Size: 6GB+128GB
15-Aug-19,,Balaji Iyer,5.0 out of 5 stars,One plus class!!,Size: 6GB+128GB
07-Jun-19,2 people found this helpful,Yogesh khileri,5.0 out of 5 stars,Blazing fast,Size: 8GB+256GB
23-Jun-19,One person found this helpful,Samir,4.0 out of 5 stars,Superb Phone with Best 👌 Amazon Service,Size: 8GB+256GB
07-Jun-19,3 people found this helpful,Chintu,5.0 out of 5 stars,A great value for money OnePlus product,Size: 6GB+128GB
19-Jul-19,One person found this helpful,S G.,5.0 out of 5 stars,7 is Awesome as of now.,Size: 8GB+256GB
20-Jun-19,4 people found this helpful,Unnati Agrawal,1.0 out of 5 stars,Poor Quality Check before Dispatch and After Manufacturing,Size: 6GB+128GB
29-Jul-19,,Atul Prakash,5.0 out of 5 stars,Oneplus's quality+33000+855 snapdragon is what you need rn,Size: 6GB+128GB
07-Jun-19,3 people found this helpful,Supriya Das,5.0 out of 5 stars,Love it❤️,Size: 8GB+256GB
21-Jul-19,,Anuvesh kumar,3.0 out of 5 stars,H-E-A-D-P-H-O-N-E J-A-C-K!!!,Size: 6GB+128GB
11-Jul-19,One person found this helpful,Rajat D,5.0 out of 5 stars,Flagship Killer,Size: 6GB+128GB
23-Jun-19,,geetesh,5.0 out of 5 stars,True value for money device,Size: 6GB+128GB
22-Jun-19,2 people found this helpful,Pramod g.,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
23-Aug-19,,Sharvari,2.0 out of 5 stars,"Utterly useless, can't even throw at someone because it is delicate and will make a terrible weapon",Size: 6GB+128GB
07-Jun-19,4 people found this helpful,Shivank,5.0 out of 5 stars,Incredibly Fast,Size: 6GB+128GB
27-Jun-19,One person found this helpful,Bhavyashree,3.0 out of 5 stars,70% good 30% bad,Size: 6GB+128GB
17-Jun-19,,Subhajyoti,5.0 out of 5 stars,Well Balanced OnePlus at Perfect Price,Size: 8GB+256GB
12-Jul-19,2 people found this helpful,Amazon Customer,5.0 out of 5 stars,Must read for genuine buyers.,Size: 6GB+128GB
29-Jul-19,One person found this helpful,vijay,3.0 out of 5 stars,Oneplus 7 not the BEST but definitely not the worst,Size: 8GB+256GB
08-Jun-19,One person found this helpful,jyothi anand kantimahanthy,3.0 out of 5 stars,I'm not hyped,Size: 6GB+128GB
08-Jun-19,One person found this helpful,Mattagunja Sandeep,5.0 out of 5 stars,Worth for money.,Size: 6GB+128GB
23-Aug-19,One person found this helpful,Sri H.,1.0 out of 5 stars,Volume Issue,Size: 8GB+256GB
26-Aug-19,,Sarang,5.0 out of 5 stars,What I have done to protect Oneplus 7,Size: 6GB+128GB
07-Jun-19,4 people found this helpful,KR,3.0 out of 5 stars,Battery may use improvements.,Size: 6GB+128GB
25-Jul-19,2 people found this helpful,ASRAFIL ISLAM,1.0 out of 5 stars,1+ if u can't solve our problem don't sell ur phone,Size: 8GB+256GB
19-Aug-19,2 people found this helpful,Aditya V.,5.0 out of 5 stars,Review based on usage of 2 months,Size: 8GB+256GB
09-Jul-19,,Surajit Dihingia,5.0 out of 5 stars,Awesomeness in One,Size: 6GB+128GB
18-Jul-19,,Piyush,5.0 out of 5 stars,Best in the market at this price range.,Size: 6GB+128GB
11-Aug-19,,Kishore Chand,5.0 out of 5 stars,This phone didn't get the attention which it truly deserved!,Size: 6GB+128GB
31-Jul-19,,HABE3b,5.0 out of 5 stars,Over alll it's a great divice !,Size: 6GB+128GB
14-Jun-19,One person found this helpful,Mayur Setiya,5.0 out of 5 stars,Good package,Size: 6GB+128GB
07-Jun-19,3 people found this helpful,Yogesh,4.0 out of 5 stars,"Amazing phone, blazingly fast",Size: 6GB+128GB
26-Jul-19,,vijaybhaskar,4.0 out of 5 stars,Liked it. You can take it with no other thoughts,Size: 6GB+128GB
19-Aug-19,,Anand S,5.0 out of 5 stars,Awesome transition from 3T to 7,Size: 8GB+256GB
30-Jul-19,One person found this helpful,mukesh,3.0 out of 5 stars,OP5 is better than OP7,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Vaidyanathan,4.0 out of 5 stars,Great phone but heats fast...,Size: 6GB+128GB
04-Jul-19,,Jawhar ,5.0 out of 5 stars,Marvellous phone .. 30k budget must buy.,Size: 8GB+256GB
01-Aug-19,,hari,1.0 out of 5 stars,Amazon cheating customers,Size: 8GB+256GB
07-Jun-19,2 people found this helpful,Vivek,5.0 out of 5 stars,Beast in Mid Range!,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,"One Plus 7, Complete Review",Size: 6GB+128GB
15-Jun-19,2 people found this helpful,Yash Hemnani,5.0 out of 5 stars,"Great phone, nothing new or impressive",Size: 6GB+128GB
24-Jul-19,,Suraj Gupta,5.0 out of 5 stars,Never settle,Size: 6GB+128GB
29-Jul-19,,abdul hameed,5.0 out of 5 stars,Faast & Beast!!!,Size: 8GB+256GB
04-Jul-19,,Saswat,5.0 out of 5 stars,Value for money Deal,Size: 8GB+256GB
18-Jun-19,,Online Customer,5.0 out of 5 stars,Wonderful value smartphone with average battery life..,Size: 6GB+128GB
05-Jul-19,,Saksham Rawat,5.0 out of 5 stars,Definite buy. Value for money,Size: 8GB+256GB
